"ParticipantName"	"MediaName"	"FixationIndex"	"category"	"duration"
"SG"	"SOC_5.p"	7	"B"	83
"SG"	"SOC_5.p"	8	"B"	184
"SG"	"SOC_5.p"	9	"A"	899
"SG"	"SOC_6.p"	1	"X"	217
"SG"	"SOC_6.p"	2	"C"	266
"SG"	"SOC_6.p"	3	"C"	150
"SG"	"SOC_6.p"	4	"X"	150
"SG"	"SOC_6.p"	5	"C"	166
"SG"	"SOC_6.p"	6	"B"	116
"SG"	"SOC_6.p"	7	"C"	150
"SG"	"SOC_6.p"	8	"X"	150
"SG"	"SOC_6.p"	9	"X"	83
"SG"	"SOC_6.p"	10	"A"	317
"SG"	"SOC_7.p"	2	"B"	150
"SG"	"SOC_7.p"	3	"C"	283
"SG"	"SOC_7.p"	4	"C"	250
"SG"	"SOC_7.p"	5	"C"	300
"SG"	"SOC_7.p"	6	"C"	233
"SG"	"SOC_7.p"	7	"A"	350
"SG"	"SOC_7.p"	8	"B"	150
"SG"	"SOC_7.p"	9	"A"	350
"SG"	"SOC_8.p"	1	"X"	250
"SG"	"SOC_8.p"	2	"C"	283
"SG"	"SOC_8.p"	3	"B"	167
"SG"	"SOC_8.p"	4	"C"	83
"SG"	"SOC_8.p"	5	"B"	266
"SG"	"SOC_8.p"	6	"B"	133
"SG"	"SOC_8.p"	7	"B"	166
"SG"	"SOC_8.p"	8	"B"	150
"SG"	"SOC_8.p"	9	"A"	200
"SG"	"SOC_8.p"	10	"A"	316
"SH"	"SOC_1.p"	1	"X"	166
"SH"	"SOC_1.p"	2	"B"	184
"SH"	"SOC_1.p"	3	"B"	133
"SH"	"SOC_1.p"	4	"C"	150
"SH"	"SOC_1.p"	5	"X"	83
"SH"	"SOC_1.p"	6	"C"	100
"SH"	"SOC_1.p"	7	"C"	83
"SH"	"SOC_1.p"	8	"X"	84
"SH"	"SOC_1.p"	9	"A"	499
"SH"	"SOC_2.p"	1	"C"	50
"SH"	"SOC_2.p"	2	"C"	133
"SH"	"SOC_2.p"	3	"X"	150
"SH"	"SOC_2.p"	4	"X"	50
"SH"	"SOC_2.p"	5	"A"	133
"SH"	"SOC_2.p"	6	"A"	100
"SH"	"SOC_3.p"	1	"B"	250
"SH"	"SOC_3.p"	2	"B"	66
"SH"	"SOC_3.p"	3	"X"	117
"SH"	"SOC_3.p"	4	"X"	533
"SH"	"SOC_5.p"	1	"X"	83
"SH"	"SOC_5.p"	2	"X"	134
"SH"	"SOC_5.p"	3	"A"	267
"SH"	"SOC_6.p"	1	"B"	50
"SH"	"SOC_6.p"	2	"B"	117
"SH"	"SOC_7.p"	1	"X"	84
"SH"	"SOC_7.p"	2	"X"	133
"SH"	"SOC_7.p"	3	"A"	250
"SH"	"SOC_7.p"	4	"A"	83
"SH"	"SOC_7.p"	5	"B"	350
"SH"	"SOC_7.p"	6	"B"	133
"SH"	"SOC_7.p"	7	"B"	134
"SH"	"SOC_7.p"	8	"B"	116
"SH"	"SOC_7.p"	9	"A"	533
"SH"	"SOC_7.p"	10	"X"	50
"SH"	"SOC_8.p"	1	"C"	67
"SH"	"SOC_8.p"	2	"B"	66
"SH"	"SOC_8.p"	3	"B"	84
"SH"	"SOC_8.p"	4	"B"	51
"SH"	"SOC_8.p"	5	"X"	99
"SH"	"SOC_8.p"	6	"A"	333
"SK"	"SOC_1.p"	1	"B"	200
"SK"	"SOC_1.p"	2	"B"	84
"SK"	"SOC_1.p"	3	"A"	117
"SK"	"SOC_1.p"	4	"C"	200
"SK"	"SOC_1.p"	5	"A"	633
"SK"	"SOC_2.p"	1	"X"	200
"SK"	"SOC_2.p"	2	"B"	117
"SK"	"SOC_2.p"	3	"A"	1149
"SK"	"SOC_3.p"	1	"X"	200
"SK"	"SOC_3.p"	2	"B"	134
"SK"	"SOC_3.p"	3	"C"	100
"SK"	"SOC_3.p"	4	"X"	133
"SK"	"SOC_3.p"	5	"X"	150
"SK"	"SOC_3.p"	6	"C"	166
"SK"	"SOC_3.p"	7	"X"	134
"SK"	"SOC_3.p"	8	"C"	100
"SK"	"SOC_3.p"	9	"B"	183
"SK"	"SOC_3.p"	10	"C"	166
"SK"	"SOC_3.p"	11	"B"	234
"SK"	"SOC_3.p"	12	"X"	317
"SK"	"SOC_3.p"	13	"B"	183
"SK"	"SOC_3.p"	14	"B"	17
"SK"	"SOC_4.p"	1	"B"	100
"SK"	"SOC_4.p"	2	"A"	67
"SK"	"SOC_4.p"	3	"X"	100
"SK"	"SOC_4.p"	4	"C"	233
"SK"	"SOC_4.p"	5	"C"	100
"SK"	"SOC_4.p"	6	"A"	116
"SK"	"SOC_4.p"	7	"A"	167
"SK"	"SOC_4.p"	8	"B"	67
"SK"	"SOC_5.p"	1	"X"	67
"SK"	"SOC_5.p"	2	"C"	83
"SK"	"SOC_5.p"	3	"C"	116
"SK"	"SOC_5.p"	4	"X"	616
"SK"	"SOC_6.p"	1	"X"	150
"SK"	"SOC_6.p"	2	"X"	83
"SK"	"SOC_6.p"	3	"B"	100
"SK"	"SOC_6.p"	4	"X"	50
"SK"	"SOC_6.p"	5	"A"	367
"SK"	"SOC_6.p"	6	"A"	533
"SK"	"SOC_7.p"	1	"X"	183
"SK"	"SOC_7.p"	2	"X"	116
"SK"	"SOC_7.p"	3	"B"	117
"SK"	"SOC_7.p"	4	"B"	66
"SK"	"SOC_7.p"	5	"C"	283
"SK"	"SOC_7.p"	6	"C"	133
"SK"	"SOC_7.p"	7	"C"	116
"SK"	"SOC_7.p"	8	"X"	133
"SK"	"SOC_7.p"	9	"A"	583
"SK"	"SOC_7.p"	10	"B"	200
"SK"	"SOC_7.p"	11	"A"	33
"SK"	"SOC_8.p"	1	"X"	183
"SK"	"SOC_8.p"	2	"C"	184
"SK"	"SOC_8.p"	3	"X"	50
"SK"	"SOC_8.p"	4	"C"	100
"SK"	"SOC_8.p"	5	"C"	149
"SK"	"SOC_8.p"	6	"B"	150
"SK"	"SOC_8.p"	7	"B"	100
"SK"	"SOC_8.p"	8	"B"	66
"SK"	"SOC_8.p"	9	"A"	516
"SK"	"SOC_8.p"	10	"A"	83
"SK"	"SOC_8.p"	11	"A"	133
"SMB_UP"	"SOC_1.p"	1	"B"	250
"SMB_UP"	"SOC_1.p"	2	"X"	84
"SMB_UP"	"SOC_1.p"	3	"B"	67
"SMB_UP"	"SOC_1.p"	4	"B"	66
"SMB_UP"	"SOC_1.p"	5	"X"	183
"SMB_UP"	"SOC_1.p"	6	"X"	117
"SMB_UP"	"SOC_1.p"	7	"X"	50
"SMB_UP"	"SOC_1.p"	8	"B"	234
"SMB_UP"	"SOC_1.p"	9	"B"	184
"SMB_UP"	"SOC_1.p"	10	"X"	333
"SMB_UP"	"SOC_1.p"	11	"X"	184
"SMB_UP"	"SOC_1.p"	12	"X"	150
"SMB_UP"	"SOC_1.p"	13	"X"	200
"SMB_UP"	"SOC_1.p"	14	"X"	83
"SMB_UP"	"SOC_1.p"	15	"X"	167
"SMB_UP"	"SOC_1.p"	16	"C"	84
"SMB_UP"	"SOC_1.p"	17	"X"	150
"SMB_UP"	"SOC_1.p"	18	"X"	200
"SMB_UP"	"SOC_1.p"	19	"B"	134
"SMB_UP"	"SOC_1.p"	20	"B"	150
"SMB_UP"	"SOC_1.p"	21	"X"	67
"SMB_UP"	"SOC_1.p"	22	"X"	533
"SMB_UP"	"SOC_1.p"	23	"C"	167
"SMB_UP"	"SOC_1.p"	24	"C"	100
"SMB_UP"	"SOC_1.p"	25	"C"	100
"SMB_UP"	"SOC_1.p"	26	"B"	133
"SMB_UP"	"SOC_1.p"	27	"B"	100
"SMB_UP"	"SOC_1.p"	28	"X"	183
"SMB_UP"	"SOC_1.p"	29	"X"	150
"SMB_UP"	"SOC_1.p"	30	"X"	150
"SMB_UP"	"SOC_2.p"	1	"B"	200
"SMB_UP"	"SOC_2.p"	2	"A"	150
"SMB_UP"	"SOC_2.p"	3	"X"	133
"SMB_UP"	"SOC_2.p"	4	"X"	133
"SMB_UP"	"SOC_2.p"	5	"X"	449
"SMB_UP"	"SOC_3.p"	1	"X"	166
"SMB_UP"	"SOC_3.p"	2	"C"	117
"SMB_UP"	"SOC_3.p"	3	"A"	499
"SMB_UP"	"SOC_3.p"	4	"X"	166
"SMB_UP"	"SOC_3.p"	5	"B"	200
"SMB_UP"	"SOC_4.p"	1	"B"	250
"SMB_UP"	"SOC_4.p"	2	"X"	134
"SMB_UP"	"SOC_4.p"	3	"X"	216
"SMB_UP"	"SOC_4.p"	4	"A"	533
"SMB_UP"	"SOC_4.p"	5	"C"	117
"SMB_UP"	"SOC_5.p"	1	"C"	334
"SMB_UP"	"SOC_5.p"	2	"C"	100
"SMB_UP"	"SOC_5.p"	3	"C"	100
"SMB_UP"	"SOC_5.p"	4	"X"	66
"SMB_UP"	"SOC_5.p"	5	"B"	116
"SMB_UP"	"SOC_5.p"	6	"X"	150
"SMB_UP"	"SOC_5.p"	7	"B"	166
"SMB_UP"	"SOC_5.p"	8	"X"	217
"SMB_UP"	"SOC_5.p"	9	"X"	117
"SMB_UP"	"SOC_5.p"	10	"B"	117
"SMB_UP"	"SOC_6.p"	1	"X"	166
"SMB_UP"	"SOC_6.p"	2	"X"	233
"SMB_UP"	"SOC_6.p"	3	"X"	183
"SMB_UP"	"SOC_6.p"	4	"C"	83
"SMB_UP"	"SOC_6.p"	5	"A"	284
"SMB_UP"	"SOC_6.p"	6	"X"	199
"SMB_UP"	"SOC_7.p"	1	"X"	150
"SMB_UP"	"SOC_7.p"	2	"X"	100
"SMB_UP"	"SOC_7.p"	3	"A"	133
"SMB_UP"	"SOC_7.p"	4	"B"	334
"SMB_UP"	"SOC_7.p"	5	"A"	334
"SMB_UP"	"SOC_8.p"	1	"X"	166
"SMB_UP"	"SOC_8.p"	2	"B"	83
"SMB_UP"	"SOC_8.p"	3	"X"	233
"SMB_UP"	"SOC_8.p"	4	"A"	466
"TMC_UP"	"SOC_1.p"	1	"X"	249
"TMC_UP"	"SOC_1.p"	2	"B"	183
"TMC_UP"	"SOC_1.p"	3	"B"	150
"TMC_UP"	"SOC_1.p"	4	"B"	250
"TMC_UP"	"SOC_1.p"	5	"C"	117
"TMC_UP"	"SOC_1.p"	6	"X"	184
"TMC_UP"	"SOC_1.p"	7	"B"	183
"TMC_UP"	"SOC_1.p"	8	"A"	100
"TMC_UP"	"SOC_1.p"	9	"A"	666
"TMC_UP"	"SOC_2.p"	1	"X"	167
"TMC_UP"	"SOC_2.p"	2	"C"	67
"TMC_UP"	"SOC_2.p"	3	"C"	150
"TMC_UP"	"SOC_2.p"	4	"C"	133
"TMC_UP"	"SOC_2.p"	5	"B"	183
"TMC_UP"	"SOC_2.p"	6	"C"	83
"TMC_UP"	"SOC_2.p"	7	"C"	66
"TMC_UP"	"SOC_2.p"	8	"C"	50
"TMC_UP"	"SOC_2.p"	9	"X"	83
"TMC_UP"	"SOC_2.p"	10	"X"	83
"TMC_UP"	"SOC_2.p"	11	"X"	233
"TMC_UP"	"SOC_2.p"	12	"X"	100
"TMC_UP"	"SOC_2.p"	13	"X"	433
"TMC_UP"	"SOC_2.p"	14	"X"	33
"TMC_UP"	"SOC_3.p"	1	"X"	50
"TMC_UP"	"SOC_3.p"	2	"X"	50
"TMC_UP"	"SOC_3.p"	3	"X"	200
"TMC_UP"	"SOC_3.p"	4	"B"	134
"TMC_UP"	"SOC_3.p"	5	"B"	200
"TMC_UP"	"SOC_3.p"	6	"B"	83
"TMC_UP"	"SOC_3.p"	7	"X"	550
"TMC_UP"	"SOC_4.p"	1	"X"	283
"TMC_UP"	"SOC_4.p"	2	"X"	200
"TMC_UP"	"SOC_4.p"	3	"B"	117
"TMC_UP"	"SOC_4.p"	4	"B"	116
"TMC_UP"	"SOC_4.p"	5	"B"	183
"TMC_UP"	"SOC_4.p"	6	"C"	50
"TMC_UP"	"SOC_4.p"	7	"A"	316
"TMC_UP"	"SOC_4.p"	8	"A"	133
"TMC_UP"	"SOC_4.p"	9	"A"	200
"TMC_UP"	"SOC_5.p"	1	"C"	33
"TMC_UP"	"SOC_5.p"	2	"C"	50
"TMC_UP"	"SOC_5.p"	3	"X"	133
"TMC_UP"	"SOC_5.p"	4	"X"	50
"TMC_UP"	"SOC_5.p"	5	"X"	549
"TMC_UP"	"SOC_5.p"	6	"B"	0
"TMC_UP"	"SOC_6.p"	1	"X"	183
"TMC_UP"	"SOC_6.p"	2	"X"	150
"TMC_UP"	"SOC_6.p"	3	"B"	50
"TMC_UP"	"SOC_6.p"	4	"B"	50
"TMC_UP"	"SOC_6.p"	5	"B"	250
"TMC_UP"	"SOC_6.p"	6	"X"	200
"TMC_UP"	"SOC_6.p"	7	"A"	134
"TMC_UP"	"SOC_6.p"	8	"X"	283
"TMC_UP"	"SOC_7.p"	1	"C"	150
"TMC_UP"	"SOC_7.p"	2	"X"	300
"TMC_UP"	"SOC_7.p"	3	"A"	133
"TMC_UP"	"SOC_7.p"	4	"B"	83
"TMC_UP"	"SOC_7.p"	5	"B"	83
"TMC_UP"	"SOC_7.p"	6	"A"	116
"TMC_UP"	"SOC_7.p"	7	"X"	333
"TMC_UP"	"SOC_7.p"	8	"X"	233
"TMC_UP"	"SOC_7.p"	9	"X"	100
"TMC_UP"	"SOC_7.p"	10	"X"	150
"TMC_UP"	"SOC_7.p"	11	"C"	67
"TMC_UP"	"SOC_7.p"	12	"C"	167
"TMC_UP"	"SOC_7.p"	13	"B"	50
"TMC_UP"	"SOC_7.p"	14	"B"	250
"TMC_UP"	"SOC_7.p"	15	"B"	450
"TMC_UP"	"SOC_7.p"	16	"X"	200
"TMC_UP"	"SOC_7.p"	17	"X"	150
"TMC_UP"	"SOC_7.p"	18	"X"	317
"TMC_UP"	"SOC_7.p"	19	"A"	116
"TMC_UP"	"SOC_8.p"	1	"X"	133
"TMC_UP"	"SOC_8.p"	2	"X"	200
"TMC_UP"	"SOC_8.p"	3	"B"	50
"TMC_UP"	"SOC_8.p"	4	"X"	499
"TZ"	"SOC_1.p"	1	"C"	117
"TZ"	"SOC_1.p"	2	"X"	166
"TZ"	"SOC_1.p"	3	"C"	100
"TZ"	"SOC_1.p"	4	"X"	166
"TZ"	"SOC_1.p"	5	"C"	134
"TZ"	"SOC_1.p"	6	"C"	133
"TZ"	"SOC_1.p"	7	"C"	84
"TZ"	"SOC_1.p"	8	"C"	133
"TZ"	"SOC_1.p"	9	"C"	183
"TZ"	"SOC_1.p"	10	"X"	166
"TZ"	"SOC_1.p"	11	"C"	133
"TZ"	"SOC_1.p"	12	"C"	84
"TZ"	"SOC_1.p"	13	"X"	134
"TZ"	"SOC_1.p"	14	"X"	100
"TZ"	"SOC_1.p"	15	"A"	0
"TZ"	"SOC_2.p"	1	"C"	50
"TZ"	"SOC_2.p"	2	"X"	316
"TZ"	"SOC_2.p"	3	"C"	167
"TZ"	"SOC_2.p"	4	"X"	150
"TZ"	"SOC_2.p"	5	"X"	133
"TZ"	"SOC_2.p"	6	"C"	83
"TZ"	"SOC_2.p"	7	"X"	166
"TZ"	"SOC_2.p"	8	"X"	116
"TZ"	"SOC_2.p"	9	"C"	217
"TZ"	"SOC_2.p"	10	"C"	117
"TZ"	"SOC_2.p"	11	"X"	50
"TZ"	"SOC_2.p"	12	"C"	250
"TZ"	"SOC_2.p"	13	"A"	367
"TZ"	"SOC_2.p"	14	"X"	83
"TZ"	"SOC_3.p"	1	"X"	200
"TZ"	"SOC_3.p"	2	"X"	66
"TZ"	"SOC_3.p"	3	"A"	50
"TZ"	"SOC_3.p"	4	"A"	833
"TZ"	"SOC_3.p"	5	"A"	0
"TZ"	"SOC_4.p"	1	"C"	150
"TZ"	"SOC_4.p"	2	"X"	117
"TZ"	"SOC_4.p"	3	"X"	83
"TZ"	"SOC_4.p"	4	"B"	550
"TZ"	"SOC_5.p"	1	"C"	133
"TZ"	"SOC_5.p"	2	"C"	133
"TZ"	"SOC_5.p"	3	"X"	133
"TZ"	"SOC_5.p"	4	"C"	283
"TZ"	"SOC_5.p"	5	"A"	217
"TZ"	"SOC_5.p"	6	"X"	50
"TZ"	"SOC_5.p"	7	"A"	450
"TZ"	"SOC_5.p"	8	"A"	134
"TZ"	"SOC_6.p"	1	"X"	233
"TZ"	"SOC_6.p"	2	"X"	134
"TZ"	"SOC_6.p"	3	"B"	133
"TZ"	"SOC_6.p"	4	"A"	117
"TZ"	"SOC_6.p"	5	"X"	100
"TZ"	"SOC_6.p"	6	"A"	150
"TZ"	"SOC_6.p"	7	"X"	283
"TZ"	"SOC_6.p"	8	"A"	16
"TZ"	"SOC_7.p"	1	"C"	233
"TZ"	"SOC_7.p"	2	"X"	150
"TZ"	"SOC_7.p"	3	"X"	116
"TZ"	"SOC_7.p"	4	"X"	166
"TZ"	"SOC_7.p"	5	"X"	183
"TZ"	"SOC_7.p"	6	"B"	84
"TZ"	"SOC_7.p"	7	"X"	67
"TZ"	"SOC_7.p"	8	"A"	67
"TZ"	"SOC_7.p"	9	"A"	134
"TZ"	"SOC_7.p"	10	"B"	582
"TZ"	"SOC_7.p"	11	"A"	217
"TZ"	"SOC_7.p"	12	"X"	84
"TZ"	"SOC_7.p"	13	"A"	149
"TZ"	"SOC_7.p"	14	"B"	134
"TZ"	"SOC_8.p"	1	"X"	150
"TZ"	"SOC_8.p"	2	"A"	133
"TZ"	"SOC_8.p"	3	"X"	183
"TZ"	"SOC_8.p"	4	"A"	100
"TZ"	"SOC_8.p"	5	"A"	650
"TZ"	"SOC_8.p"	6	"B"	67
"TZ"	"SOC_8.p"	7	"B"	100
"TZ"	"SOC_8.p"	8	"A"	300
"TZ"	"SOC_8.p"	9	"A"	216
"VAS_UP"	"SOC_1.p"	1	"X"	267
"VAS_UP"	"SOC_1.p"	2	"X"	200
"VAS_UP"	"SOC_1.p"	3	"B"	267
"VAS_UP"	"SOC_1.p"	4	"X"	183
"VAS_UP"	"SOC_1.p"	5	"B"	183
"VAS_UP"	"SOC_1.p"	6	"A"	933
"VAS_UP"	"SOC_2.p"	1	"C"	250
"VAS_UP"	"SOC_2.p"	2	"B"	283
"VAS_UP"	"SOC_2.p"	3	"X"	133
"VAS_UP"	"SOC_2.p"	4	"B"	200
"VAS_UP"	"SOC_2.p"	5	"A"	333
"VAS_UP"	"SOC_2.p"	6	"B"	184
"VAS_UP"	"SOC_3.p"	1	"X"	283
"VAS_UP"	"SOC_3.p"	2	"A"	300
"VAS_UP"	"SOC_3.p"	3	"A"	166
"VAS_UP"	"SOC_3.p"	4	"B"	167
"VAS_UP"	"SOC_4.p"	1	"X"	133
"VAS_UP"	"SOC_4.p"	2	"A"	100
"VAS_UP"	"SOC_4.p"	3	"A"	234
"VAS_UP"	"SOC_5.p"	1	"B"	300
"VAS_UP"	"SOC_5.p"	2	"B"	100
"VAS_UP"	"SOC_5.p"	3	"X"	450
"VAS_UP"	"SOC_6.p"	1	"X"	216
"VAS_UP"	"SOC_6.p"	2	"B"	284
"VAS_UP"	"SOC_6.p"	3	"X"	183
"VAS_UP"	"SOC_6.p"	4	"X"	150
"VAS_UP"	"SOC_6.p"	5	"X"	566
"VAS_UP"	"SOC_7.p"	1	"X"	167
"VAS_UP"	"SOC_7.p"	2	"X"	167
"VAS_UP"	"SOC_7.p"	3	"B"	83
"VAS_UP"	"SOC_7.p"	4	"X"	267
"VAS_UP"	"SOC_7.p"	5	"X"	133
"VAS_UP"	"SOC_7.p"	6	"X"	233
"VAS_UP"	"SOC_7.p"	7	"B"	183
"VAS_UP"	"SOC_7.p"	8	"X"	216
"VAS_UP"	"SOC_7.p"	9	"A"	317
"VAS_UP"	"SOC_7.p"	10	"A"	316
"VAS_UP"	"SOC_7.p"	11	"A"	150
"VAS_UP"	"SOC_8.p"	1	"X"	66
"VAS_UP"	"SOC_8.p"	2	"X"	49
"VAS_UP"	"SOC_8.p"	3	"C"	50
"VAS_UP"	"SOC_8.p"	4	"B"	150
"VAS_UP"	"SOC_8.p"	5	"C"	150
"VAS_UP"	"SOC_8.p"	6	"C"	150
"VAS_UP"	"SOC_8.p"	7	"C"	117
"VAS_UP"	"SOC_8.p"	8	"B"	200
"VAS_UP"	"SOC_8.p"	9	"A"	300
"VAS_UP"	"SOC_8.p"	10	"A"	66
"VMR_UP"	"SOC_1.p"	1	"C"	84
"VMR_UP"	"SOC_1.p"	2	"X"	67
"VMR_UP"	"SOC_1.p"	3	"C"	84
"VMR_UP"	"SOC_1.p"	4	"C"	66
"VMR_UP"	"SOC_1.p"	5	"A"	67
"VMR_UP"	"SOC_1.p"	6	"A"	66
"VMR_UP"	"SOC_2.p"	1	"B"	50
"VMR_UP"	"SOC_2.p"	2	"X"	150
"VMR_UP"	"SOC_2.p"	3	"X"	100
"VMR_UP"	"SOC_2.p"	4	"C"	50
"VMR_UP"	"SOC_2.p"	5	"B"	84
"VMR_UP"	"SOC_2.p"	6	"B"	66
"VMR_UP"	"SOC_2.p"	7	"B"	66
"VMR_UP"	"SOC_2.p"	8	"B"	66
"VMR_UP"	"SOC_2.p"	9	"X"	50
"VMR_UP"	"SOC_2.p"	10	"X"	67
"VMR_UP"	"SOC_2.p"	11	"C"	50
"VMR_UP"	"SOC_2.p"	12	"C"	50
"VMR_UP"	"SOC_2.p"	13	"C"	83
"VMR_UP"	"SOC_2.p"	14	"B"	50
"VMR_UP"	"SOC_2.p"	15	"X"	84
"VMR_UP"	"SOC_2.p"	16	"A"	67
"VMR_UP"	"SOC_2.p"	17	"X"	200
"VMR_UP"	"SOC_2.p"	18	"X"	83
"VMR_UP"	"SOC_3.p"	1	"C"	100
"VMR_UP"	"SOC_3.p"	2	"X"	50
"VMR_UP"	"SOC_4.p"	1	"B"	50
"VMR_UP"	"SOC_5.p"	1	"C"	183
"VMR_UP"	"SOC_5.p"	2	"X"	833
"VMR_UP"	"SOC_6.p"	1	"B"	84
"VMR_UP"	"SOC_6.p"	2	"X"	83
"VMR_UP"	"SOC_6.p"	3	"B"	117
"VMR_UP"	"SOC_6.p"	4	"X"	116
"VMR_UP"	"SOC_6.p"	5	"C"	50
"VMR_UP"	"SOC_6.p"	6	"X"	183
"VMR_UP"	"SOC_6.p"	7	"X"	67
"VMR_UP"	"SOC_6.p"	8	"X"	183
"VMR_UP"	"SOC_6.p"	9	"X"	217
"VMR_UP"	"SOC_6.p"	10	"X"	250
"VMR_UP"	"SOC_7.p"	1	"C"	83
"VMR_UP"	"SOC_7.p"	2	"X"	67
"VMR_UP"	"SOC_7.p"	3	"X"	150
"VMR_UP"	"SOC_7.p"	4	"B"	167
"VMR_UP"	"SOC_7.p"	5	"X"	184
"VMR_UP"	"SOC_7.p"	6	"C"	133
"VMR_UP"	"SOC_7.p"	7	"X"	66
"VMR_UP"	"SOC_7.p"	8	"X"	50
"VMR_UP"	"SOC_7.p"	9	"B"	66
"VMR_UP"	"SOC_7.p"	10	"X"	66
"VMR_UP"	"SOC_7.p"	11	"X"	166
"VMR_UP"	"SOC_7.p"	12	"C"	100
"VMR_UP"	"SOC_7.p"	13	"C"	83
"VMR_UP"	"SOC_7.p"	14	"X"	250
"VMR_UP"	"SOC_7.p"	15	"X"	133
"VMR_UP"	"SOC_7.p"	16	"X"	200
"VMR_UP"	"SOC_7.p"	17	"B"	167
"VMR_UP"	"SOC_8.p"	1	"X"	83
"VMR_UP"	"SOC_8.p"	2	"X"	50
"VMR_UP"	"SOC_8.p"	3	"X"	200
"VMR_UP"	"SOC_8.p"	4	"A"	233
"VMR_UP"	"SOC_8.p"	5	"X"	317
"ZW"	"SOC_1.p"	1	"X"	50
"ZW"	"SOC_1.p"	2	"X"	416
"ZW"	"SOC_1.p"	3	"X"	67
"ZW"	"SOC_1.p"	4	"B"	116
"ZW"	"SOC_1.p"	5	"C"	250
"ZW"	"SOC_1.p"	6	"C"	250
"ZW"	"SOC_1.p"	7	"C"	732
"ZW"	"SOC_1.p"	8	"C"	84
"ZW"	"SOC_1.p"	9	"X"	83
"ZW"	"SOC_1.p"	10	"C"	33
"ZW"	"SOC_2.p"	1	"X"	217
"ZW"	"SOC_2.p"	2	"X"	133
"ZW"	"SOC_2.p"	3	"B"	67
"ZW"	"SOC_2.p"	4	"B"	150
"ZW"	"SOC_2.p"	5	"X"	183
"ZW"	"SOC_2.p"	6	"X"	133
"ZW"	"SOC_2.p"	7	"C"	66
"ZW"	"SOC_2.p"	8	"C"	349
"ZW"	"SOC_2.p"	9	"C"	233
"ZW"	"SOC_2.p"	10	"C"	199
"ZW"	"SOC_2.p"	11	"C"	500
"ZW"	"SOC_2.p"	12	"X"	83
"ZW"	"SOC_2.p"	13	"A"	116
"ZW"	"SOC_2.p"	14	"X"	300
"ZW"	"SOC_2.p"	15	"X"	1183
"ZW"	"SOC_3.p"	1	"X"	250
"ZW"	"SOC_3.p"	2	"X"	616
"ZW"	"SOC_4.p"	1	"A"	50
"ZW"	"SOC_4.p"	2	"X"	117
"ZW"	"SOC_4.p"	3	"A"	650
"ZW"	"SOC_4.p"	4	"A"	133
"ZW"	"SOC_5.p"	1	"C"	166
"ZW"	"SOC_5.p"	2	"C"	67
"ZW"	"SOC_5.p"	3	"X"	184
"ZW"	"SOC_5.p"	4	"X"	116
"ZW"	"SOC_5.p"	5	"X"	134
"ZW"	"SOC_5.p"	6	"X"	283
"ZW"	"SOC_5.p"	7	"B"	150
"ZW"	"SOC_5.p"	8	"B"	50
"ZW"	"SOC_5.p"	9	"B"	233
"ZW"	"SOC_5.p"	10	"X"	116
"ZW"	"SOC_5.p"	11	"X"	283
"ZW"	"SOC_5.p"	12	"B"	266
"ZW"	"SOC_5.p"	13	"B"	100
"ZW"	"SOC_6.p"	1	"C"	249
"ZW"	"SOC_6.p"	2	"C"	100
"ZW"	"SOC_6.p"	3	"X"	84
"ZW"	"SOC_6.p"	4	"B"	267
"ZW"	"SOC_6.p"	5	"X"	117
"ZW"	"SOC_6.p"	6	"B"	50
"ZW"	"SOC_6.p"	7	"B"	233
"ZW"	"SOC_6.p"	8	"B"	100
"ZW"	"SOC_6.p"	9	"A"	133
"ZW"	"SOC_6.p"	10	"X"	150
"ZW"	"SOC_6.p"	11	"X"	450
"ZW"	"SOC_6.p"	12	"X"	133
"ZW"	"SOC_7.p"	1	"C"	50
"ZW"	"SOC_7.p"	2	"X"	83
"ZW"	"SOC_7.p"	3	"X"	100
"ZW"	"SOC_7.p"	4	"X"	134
"ZW"	"SOC_7.p"	5	"B"	199
"ZW"	"SOC_7.p"	6	"B"	83
"ZW"	"SOC_7.p"	7	"X"	50
"ZW"	"SOC_7.p"	8	"A"	66
"ZW"	"SOC_7.p"	9	"A"	250
"ZW"	"SOC_7.p"	10	"A"	83
"ZW"	"SOC_7.p"	11	"X"	83
"ZW"	"SOC_7.p"	12	"X"	51
"ZW"	"SOC_7.p"	13	"X"	200
"ZW"	"SOC_7.p"	14	"B"	50
"ZW"	"SOC_7.p"	15	"B"	383
"ZW"	"SOC_7.p"	16	"X"	67
"ZW"	"SOC_7.p"	17	"X"	450
"ZW"	"SOC_7.p"	18	"X"	84
"ZW"	"SOC_7.p"	19	"X"	84
"ZW"	"SOC_7.p"	20	"X"	250
"ZW"	"SOC_7.p"	21	"B"	233
"ZW"	"SOC_7.p"	22	"X"	367
"ZW"	"SOC_8.p"	1	"X"	134
"ZW"	"SOC_8.p"	2	"X"	284
"ZW"	"SOC_8.p"	3	"X"	632
"ZW"	"SOC_8.p"	4	"B"	50
"ZW"	"SOC_8.p"	5	"B"	200
"ZW"	"SOC_8.p"	6	"B"	300
"ZW"	"SOC_8.p"	7	"X"	184
"ZW"	"SOC_8.p"	8	"X"	200
"ZW"	"SOC_8.p"	9	"X"	283
"ZW"	"SOC_8.p"	10	"B"	66
"ZW"	"SOC_8.p"	11	"B"	50
"ZW"	"SOC_8.p"	12	"X"	383
